CustomerID,Recency,Frequency,Monetary,Segment
12628.0,4,3,786.46,New
12630.0,10,2,1270.88,New
12631.0,57,1,640.5,Regular
12633.0,59,4,2163.98,Loyal
12635.0,90,2,1689.18,Regular
12637.0,67,8,6021.9,VIP
12638.0,33,1,671.69,Regular
12639.0,239,1,486.1,At Risk
12640.0,24,3,1174.58,New
12641.0,115,1,185.9,At Risk
12642.0,25,3,1013.26,New
12643.0,128,6,3344.64,VIP
12644.0,130,1,477.91,At Risk
12645.0,34,4,1775.18,Loyal
12646.0,5,2,1346.97,New
12647.0,22,12,3722.82,VIP
12648.0,155,1,318.05,At Risk
12649.0,107,3,623.51,At Risk
12650.0,3,1,314.44,New
12651.0,335,1,114.0,At Risk
12652.0,331,1,919.98,At Risk
12653.0,149,2,2209.85,At Risk
12654.0,11,5,601.98,Loyal
12656.0,17,5,4051.17,Loyal
12657.0,11,4,1643.18,Loyal
12658.0,19,1,686.05,New
12659.0,30,1,91.68,New
12660.0,11,1,245.1,New
12662.0,1,11,3849.78,VIP
12664.0,8,9,4881.88,VIP
12665.0,325,1,63.0,At Risk
12667.0,58,1,620.13,Regular
12668.0,12,4,3807.15,Loyal
12669.0,151,3,2744.03,At Risk
12670.0,10,5,2996.05,Loyal
12672.0,330,1,225.9,At Risk
12673.0,5,2,610.52,New
12674.0,39,4,1970.6,Loyal
12676.0,25,6,1331.39,Loyal
12678.0,42,12,17628.46,VIP
12679.0,59,4,1113.02,Loyal
12680.0,1,4,862.81,Loyal
12681.0,15,22,13787.54,VIP
12682.0,4,31,12288.22,VIP
12683.0,4,15,8476.57,VIP
12684.0,8,7,2283.63,VIP
12685.0,28,6,2863.08,VIP
12686.0,372,1,89.14,At Risk
12688.0,114,1,4873.81,At Risk
12689.0,26,2,1247.61,New
12690.0,206,1,389.01,At Risk
12691.0,28,6,1035.8,Loyal
12693.0,127,4,855.91,Loyal
12694.0,70,2,869.67,Regular
12695.0,7,4,582.1,Loyal
12697.0,29,3,957.59,New
12700.0,8,4,4939.99,Loyal
12701.0,80,2,797.71,Regular
12702.0,20,1,219.0,New
12703.0,71,1,283.55,Regular
12704.0,7,8,2340.84,VIP
12705.0,15,9,6868.29,VIP
12707.0,292,1,603.42,At Risk
12708.0,30,10,2712.91,VIP
12709.0,15,15,9736.52,VIP
12710.0,97,3,1149.02,At Risk
12712.0,29,13,4396.13,VIP
12713.0,1,1,848.55,New
12714.0,9,5,4708.86,Loyal
12715.0,106,1,353.86,At Risk
12716.0,4,2,1053.49,New
12717.0,151,2,1030.98,At Risk
12718.0,71,1,238.25,Regular
12719.0,5,2,644.95,New
12720.0,3,25,5781.73,VIP
12721.0,32,6,2656.13,VIP
12722.0,85,4,997.63,Loyal
12723.0,4,5,725.07,Loyal
12724.0,5,4,1031.41,Loyal
12725.0,371,1,427.8,At Risk
12726.0,28,7,2609.1,VIP
12727.0,11,7,3980.7,VIP
12728.0,71,4,836.33,Loyal
12729.0,114,1,453.01,At Risk
12731.0,24,12,18895.91,VIP
12732.0,180,1,236.26,At Risk
12733.0,234,1,383.95,At Risk
12734.0,353,1,110.4,At Risk
12735.0,315,2,779.5699999999999,At Risk
12736.0,333,1,234.0,At Risk
12738.0,372,1,155.35,At Risk
12739.0,78,2,1013.04,Regular
12740.0,64,1,427.6,Regular
12743.0,134,2,546.43,At Risk
12744.0,52,7,21279.29,VIP
12747.0,2,11,4196.01,VIP
12748.0,1,209,33719.73,VIP
12749.0,4,5,4090.88,Loyal
12750.0,129,1,275.88,At Risk
12752.0,81,1,4366.78,Regular
12753.0,23,6,21429.39,VIP
12754.0,236,3,3010.74,At Risk
12755.0,281,2,3811.95,At Risk
12756.0,87,1,112.07999999999998,Regular
12757.0,16,13,7857.1,VIP
12758.0,117,2,2791.59,At Risk
12759.0,52,3,1531.44,Regular
12762.0,8,2,1898.52,New
12763.0,138,2,494.08,At Risk
12764.0,317,1,1693.88,At Risk
12766.0,4,7,6989.63,VIP
12769.0,239,1,1143.6,At Risk
12770.0,211,1,1351.45,At Risk
12772.0,60,1,892.47,Regular
12775.0,17,5,1386.04,Loyal
12778.0,20,6,822.23,Loyal
12779.0,38,8,3981.36,VIP
12781.0,64,2,826.74,Regular
12782.0,5,5,2330.92,Loyal
12783.0,2,6,2225.91,VIP
12784.0,9,2,574.42,New
12785.0,364,1,311.95,At Risk
12787.0,10,3,463.66,New
12789.0,65,1,91.85,Regular
12790.0,192,1,324.92,At Risk
12791.0,374,1,192.6,At Risk
12792.0,257,1,400.54,At Risk
12793.0,335,2,545.48,At Risk
12794.0,53,2,860.41,Regular
12795.0,19,1,430.48,New
12797.0,366,1,254.03,At Risk
12798.0,10,3,6977.04,New
12802.0,187,1,427.58,At Risk
12808.0,37,3,483.65,Regular
12809.0,178,1,489.31,At Risk
12811.0,261,3,514.85,At Risk
12812.0,45,1,229.64,Regular
12814.0,102,1,125.92,At Risk
12815.0,148,2,1063.46,At Risk
12816.0,96,2,572.2,At Risk
12817.0,281,1,166.04,At Risk
12818.0,262,1,1542.08,At Risk
12820.0,3,4,942.34,Loyal
12821.0,214,1,92.72,At Risk
12822.0,71,2,948.88,Regular
12823.0,75,5,1759.5,Loyal
12824.0,60,1,397.12,Regular
12826.0,3,7,1474.72,Loyal
12827.0,6,3,430.15,New
12828.0,3,6,1018.71,Loyal
12829.0,337,2,293.0,At Risk
12830.0,38,6,6814.64,VIP
12831.0,262,1,215.05,At Risk
12832.0,32,2,383.03,Regular
12833.0,145,1,417.38,At Risk
12834.0,283,1,312.38,At Risk
12836.0,59,4,2612.86,Loyal
12837.0,173,1,134.1,At Risk
12838.0,34,2,683.13,Regular
12839.0,3,14,5591.42,VIP
12840.0,144,4,2726.77,Loyal
12841.0,5,25,4022.35,VIP
12842.0,70,2,1118.99,Regular
12843.0,66,8,1702.26,Loyal
12844.0,29,2,325.96000000000004,New
12845.0,267,4,354.09,Loyal
12847.0,22,1,871.54,New
12849.0,31,2,1050.89,Regular
12851.0,97,1,135.18,At Risk
12852.0,295,1,311.55,At Risk
12853.0,135,6,1957.1,Loyal
12854.0,79,3,1324.5,Regular
12855.0,373,1,38.1,At Risk
12856.0,8,6,2179.93,VIP
12857.0,211,2,1106.4,At Risk
12863.0,52,1,521.2,Regular
12864.0,138,1,147.12,At Risk
12865.0,26,2,1568.23,New
12866.0,283,1,559.12,At Risk
12867.0,26,7,4036.82,VIP
12868.0,186,6,1607.0600000000002,Loyal
12871.0,84,2,380.64,Regular
12872.0,327,2,599.97,At Risk
12873.0,282,1,374.0,At Risk
12875.0,143,2,343.2300000000001,At Risk
12876.0,58,2,2218.02,Regular
12877.0,4,12,1535.77,Loyal
12878.0,236,2,854.99,At Risk
12879.0,45,3,573.22,Regular
12881.0,276,1,298.0,At Risk
12882.0,9,2,1463.04,New
12883.0,25,4,703.47,Loyal
12884.0,88,1,309.05,Regular
12885.0,63,3,1175.22,Regular
12886.0,68,2,1378.4,Regular
12888.0,214,2,354.12,At Risk
12890.0,24,1,380.47,New
12891.0,186,3,331.0,At Risk
12893.0,31,1,188.14,Regular
12895.0,42,2,372.8,Regular
12897.0,205,2,216.5,At Risk
12901.0,9,28,17654.54,VIP
12902.0,265,1,138.68,At Risk
12904.0,18,2,509.58,New
12906.0,12,5,2919.81,Loyal
12908.0,176,2,750.0,At Risk
12909.0,40,5,2178.67,Loyal
12910.0,23,8,3075.04,VIP
12912.0,3,5,1662.3,Loyal
12913.0,5,5,2483.63,Loyal
12915.0,149,2,363.65,At Risk
12916.0,139,4,3006.15,Loyal
12917.0,128,1,594.0,At Risk
12919.0,8,6,1335.19,Loyal
12920.0,17,1,164.23,New
12921.0,9,37,16587.09,VIP
12922.0,161,1,405.38,At Risk
12923.0,64,1,176.97,Regular
12924.0,88,4,933.7,Loyal
12925.0,5,2,694.05,New
12928.0,35,5,2062.7000000000003,Loyal
12929.0,312,1,117.85,At Risk
12930.0,78,2,415.8,Regular
12931.0,22,15,42055.96,VIP
12933.0,24,3,607.53,New
12935.0,2,7,2160.7,VIP
12936.0,17,4,1063.9,Loyal
12937.0,15,4,1504.27,Loyal
12938.0,26,1,114.14,New
12939.0,64,8,11581.8,VIP
12940.0,55,2,913.54,Regular
12942.0,131,3,683.9,At Risk
12944.0,36,2,604.51,Regular
12945.0,288,1,462.95,At Risk
12947.0,144,6,1603.99,Loyal
12948.0,16,7,2064.95,VIP
12949.0,31,8,4167.22,VIP
12950.0,2,3,1843.0,New
12951.0,9,6,1064.07,Loyal
12952.0,6,4,1387.79,Loyal
12953.0,10,1,329.85,New
12955.0,1,11,4757.16,VIP
12956.0,306,1,108.07,At Risk
12957.0,10,8,4017.54,VIP
12962.0,7,2,266.39,New
12963.0,8,8,1856.63,Loyal
12965.0,89,1,771.91,Regular
12966.0,10,1,160.18,New
12967.0,358,2,1660.9,At Risk
12968.0,112,1,135.95,At Risk
12970.0,7,4,452.24,Loyal
12971.0,4,86,11189.91,VIP
12974.0,198,1,144.8,At Risk
12976.0,212,1,738.6,At Risk
12977.0,156,1,39.24,At Risk
12980.0,158,9,7374.900000000001,VIP
12981.0,30,2,372.22,New
12982.0,243,1,390.54,At Risk
12984.0,19,1,97.5,New
12985.0,1,2,1239.38,New
12987.0,74,2,558.7,Regular
12988.0,292,1,535.32,At Risk
12989.0,3,15,6924.110000000001,VIP
12990.0,31,3,409.5,Regular
12991.0,23,2,503.76,New
12993.0,23,4,414.76,Loyal
12994.0,4,3,974.42,New
12995.0,85,1,211.32,Regular
12997.0,22,4,1226.89,Loyal
12999.0,196,3,455.88,At Risk
13000.0,107,3,534.85,At Risk
13001.0,4,13,9818.82,VIP
13002.0,318,1,120.95,At Risk
13003.0,106,3,149.05,At Risk
13004.0,12,18,5655.91,VIP
13005.0,174,2,513.7,At Risk
13006.0,56,1,81.57,Regular
13008.0,323,1,229.47,At Risk
13011.0,372,1,50.55,At Risk
13012.0,9,8,1661.84,Loyal
13013.0,1,13,4810.9400000000005,VIP
13014.0,11,10,3466.28,VIP
13015.0,53,5,3346.28,Loyal
13016.0,73,3,789.89,Regular
13017.0,7,1,204.0,New
13018.0,16,28,7277.7,VIP
13021.0,4,9,2616.38,VIP
13023.0,64,2,689.9,Regular
13026.0,1,5,975.36,Loyal
13027.0,114,6,6912.0,VIP
13028.0,23,2,661.3199999999999,New
13029.0,31,3,1247.5,Regular
13030.0,11,2,799.48,New
13032.0,52,2,1010.18,Regular
13033.0,357,1,190.55,At Risk
13034.0,55,2,642.77,Regular
13035.0,74,2,921.88,Regular
13037.0,138,3,881.07,At Risk
13038.0,80,3,908.46,Regular
13040.0,9,2,676.99,New
13043.0,273,1,516.42,At Risk
13044.0,291,1,560.47,At Risk
13045.0,99,1,305.28000000000003,At Risk
13046.0,31,2,629.31,Regular
13047.0,32,10,3237.54,VIP
13048.0,14,4,1835.91,Loyal
13049.0,64,2,656.6800000000001,Regular
13050.0,15,17,5836.86,VIP
13052.0,212,1,348.15000000000003,At Risk
13055.0,78,3,1214.41,Regular
13058.0,25,3,271.40000000000003,New
13059.0,250,1,183.4,At Risk
13060.0,254,1,307.53,At Risk
13061.0,72,1,248.61,Regular
13062.0,191,1,346.98,At Risk
13064.0,13,4,1119.49,Loyal
13065.0,373,1,205.86,At Risk
13066.0,24,2,470.8,New
13067.0,82,1,115.46,Regular
13068.0,10,2,344.0,New
13069.0,1,24,4436.12,VIP
13070.0,192,1,228.8,At Risk
13072.0,267,1,177.15,At Risk
13075.0,130,1,919.61,At Risk
13077.0,1,4,729.27,Loyal
13078.0,3,26,12627.94,VIP
13079.0,4,5,220.1,Loyal
13080.0,179,1,58.08,At Risk
13081.0,12,11,28337.38,VIP
13082.0,126,9,3613.63,VIP
13083.0,4,2,303.75,New
13085.0,158,2,416.08,At Risk
13089.0,3,97,58825.83,VIP
13090.0,9,14,8910.82,VIP
13091.0,28,1,345.82,New
13092.0,71,5,477.83,Loyal
13093.0,276,8,7832.47,VIP
13094.0,21,12,1927.32,Loyal
13095.0,71,1,74.39999999999999,Regular
13097.0,33,10,6010.42,VIP
13098.0,1,28,28882.44,VIP
13099.0,99,1,207.36,At Risk
13101.0,234,1,101.19,At Risk
13102.0,1,24,6424.09,VIP
13103.0,40,1,243.94,Regular
13104.0,3,6,1098.48,Loyal
13106.0,133,1,76.5,At Risk
13107.0,44,4,1531.62,Loyal
13108.0,373,1,350.06,At Risk
13109.0,60,2,786.54,Regular
13110.0,31,7,1488.67,Loyal
13113.0,1,24,12245.96,VIP
13115.0,12,4,2294.78,Loyal
13116.0,138,1,501.14,At Risk
13117.0,22,8,984.91,Loyal
13118.0,20,5,1197.81,Loyal
13120.0,239,1,30.6,At Risk
13121.0,269,1,283.73,At Risk
13122.0,94,2,922.39,At Risk
13124.0,90,3,3866.33,Regular
13126.0,5,8,2099.64,VIP
13127.0,78,1,259.17,Regular
13130.0,94,1,64.0,At Risk
13131.0,23,3,1073.3,New
13132.0,262,1,77.3,At Risk
13133.0,274,2,109.8,At Risk
13134.0,86,4,1793.58,Loyal
13135.0,197,1,3096.0,At Risk
13136.0,56,5,2607.61,Loyal
13137.0,11,8,3650.41,VIP
13138.0,22,6,962.39,Loyal
13139.0,16,7,5064.94,VIP
13140.0,108,3,423.72,At Risk
13141.0,85,5,2388.75,Loyal
13142.0,19,1,307.09,New
13144.0,333,1,110.95,At Risk
13145.0,40,4,618.52,Loyal
13146.0,26,1,228.91,New
13147.0,10,4,712.8000000000001,Loyal
13148.0,29,12,3707.12,VIP
13149.0,14,4,1676.06,Loyal
13151.0,296,1,1257.87,At Risk
13153.0,6,1,486.22,New
13155.0,33,4,971.76,Loyal
13157.0,49,4,1741.22,Loyal
13158.0,95,4,1201.06,Loyal
13159.0,9,4,1437.85,Loyal
13160.0,22,1,91.8,New
13161.0,313,1,112.75,At Risk
13162.0,122,4,1688.29,Loyal
13165.0,46,2,1021.48,Regular
13166.0,283,1,417.2,At Risk
13167.0,19,4,791.33,Loyal
13168.0,36,4,1319.19,Loyal
13169.0,64,2,712.88,Regular
13170.0,27,1,116.01,New
13171.0,22,3,468.41,New
13173.0,4,2,353.65,New
13174.0,16,3,2817.03,New
13176.0,46,1,492.84,Regular
13177.0,65,1,282.45,Regular
13178.0,26,11,5725.47,VIP
13182.0,45,1,121.18,Regular
13183.0,8,9,3957.78,VIP
13184.0,15,10,1701.29,Loyal
13185.0,268,1,71.4,At Risk
13186.0,40,3,1575.89,Regular
13187.0,337,1,236.02,At Risk
13188.0,11,1,114.6,New
13189.0,19,2,260.68,New
13192.0,95,2,911.94,At Risk
13193.0,61,1,117.88,Regular
13194.0,136,1,60.7,At Risk
13196.0,11,4,1797.78,Loyal
13198.0,10,6,3401.24,VIP
13199.0,4,38,9817.12,VIP
13200.0,19,4,870.09,Loyal
13203.0,10,4,869.46,Loyal
13207.0,15,2,250.26,New
13208.0,59,6,1223.9,Loyal
13209.0,30,8,5891.61,VIP
13210.0,94,1,353.48,At Risk
13211.0,10,3,1197.42,New
13212.0,20,3,788.08,New
13213.0,57,5,1520.58,Loyal
13216.0,268,1,333.74,At Risk
13217.0,122,3,533.98,At Risk
13218.0,127,1,62.63999999999999,At Risk
13220.0,78,4,819.2900000000001,Loyal
13221.0,240,2,847.41,At Risk
13223.0,200,2,163.20000000000002,At Risk
13224.0,60,2,2155.95,Regular
13225.0,3,7,6463.84,VIP
13226.0,273,1,108.21,At Risk
13227.0,202,1,257.7,At Risk
13228.0,81,1,358.0,Regular
13229.0,226,1,160.95,At Risk
13230.0,4,14,2806.97,VIP
13232.0,13,7,1357.6,Loyal
13233.0,74,2,605.12,Regular
13235.0,212,1,1031.07,At Risk
13236.0,25,2,744.85,New
13238.0,17,4,700.73,Loyal
13239.0,262,1,329.56,At Risk
13240.0,96,4,663.65,Loyal
13242.0,112,3,270.40000000000003,At Risk
13243.0,203,1,600.07,At Risk
13244.0,93,1,121.74,At Risk
13245.0,51,1,430.5,Regular
13246.0,18,6,1987.3,Loyal
13247.0,18,4,501.12,Loyal
13248.0,125,2,465.68,At Risk
13249.0,92,3,711.41,At Risk
13253.0,157,2,1030.4,At Risk
13255.0,9,2,399.51,New
13258.0,12,3,698.58,New
13259.0,62,1,292.32,Regular
13260.0,61,1,557.62,Regular
13261.0,269,2,944.1,At Risk
13262.0,263,1,200.29,At Risk
13263.0,1,35,7454.07,VIP
13265.0,53,5,2107.66,Loyal
13266.0,11,12,3834.26,VIP
13267.0,3,19,4521.49,VIP
13268.0,18,11,3214.69,VIP
13269.0,1,15,5346.2300000000005,VIP
13270.0,366,1,590.0,At Risk
13271.0,37,1,217.38,Regular
13272.0,31,2,276.56,Regular
13273.0,113,1,138.98,At Risk
13276.0,64,2,590.9300000000001,Regular
13277.0,16,4,258.4,Loyal
13278.0,41,1,542.73,Regular
13279.0,78,1,137.75,Regular
13280.0,122,3,814.86,At Risk
13282.0,18,3,1132.14,New
13283.0,60,2,93.66,Regular
13284.0,331,1,201.19,At Risk
13285.0,23,4,2709.12,Loyal
13291.0,156,1,361.11,At Risk
13292.0,39,2,578.9399999999999,Regular
13294.0,190,2,873.74,At Risk
13295.0,360,1,201.2,At Risk
13296.0,137,1,87.4,At Risk
13297.0,8,4,2089.85,Loyal
13298.0,1,1,360.0,New
13299.0,268,1,142.5,At Risk
13300.0,169,1,371.89,At Risk
13301.0,104,4,618.09,Loyal
13302.0,155,1,63.75,At Risk
13304.0,351,1,300.42,At Risk
13305.0,4,10,2000.86,VIP
13307.0,120,1,15.0,At Risk
13308.0,23,3,1385.51,New
13309.0,7,5,1456.79,Loyal
13310.0,28,3,1132.03,New
13311.0,4,2,598.57,New
13313.0,22,5,1555.32,Loyal
13314.0,2,3,775.94,New
13316.0,37,4,5977.7300000000005,Loyal
13317.0,66,6,2273.68,VIP
13318.0,1,3,640.76,New
13319.0,5,26,10845.55,VIP
13320.0,78,4,1548.7,Loyal
13321.0,72,2,567.36,Regular
13322.0,17,1,199.48,New
13323.0,3,5,787.85,Loyal
13324.0,36,10,7121.95,VIP
13325.0,82,1,675.3,Regular
13327.0,39,8,3627.77,VIP
13328.0,316,1,1308.48,At Risk
13329.0,32,2,789.0,Regular
13330.0,93,3,1140.93,At Risk
13332.0,14,1,350.9,New
13334.0,82,3,3536.82,Regular
13336.0,77,1,795.12,Regular
13338.0,158,1,487.02,At Risk
13339.0,201,1,860.12,At Risk
13340.0,45,7,10736.48,VIP
13341.0,261,1,775.85,At Risk
13343.0,178,1,353.43,At Risk
13344.0,68,3,2543.72,Regular
13345.0,288,1,389.5,At Risk
13347.0,70,1,341.36,Regular
13348.0,64,1,233.76,Regular
13349.0,11,1,247.32,New
13350.0,16,2,979.12,New
13351.0,66,1,373.94,Regular
13352.0,60,1,397.98,Regular
13354.0,71,1,743.53,Regular
13355.0,122,1,674.7,At Risk
13356.0,80,1,768.24,Regular
13357.0,257,1,609.95,At Risk
13358.0,269,1,439.03,At Risk
13359.0,64,1,439.56,Regular
13362.0,9,4,3090.74,Loyal
13363.0,18,2,992.5,New
13364.0,71,1,134.95999999999998,Regular
13365.0,34,2,2225.37,Regular
13366.0,50,1,56.16,Regular
13368.0,257,2,623.4,At Risk
13369.0,366,1,308.28000000000003,At Risk
13370.0,372,1,754.87,At Risk
13372.0,90,1,378.64,Regular
13373.0,61,3,3312.25,Regular
13375.0,89,1,778.65,Regular
13376.0,99,3,1019.76,At Risk
13379.0,26,3,572.56,New
13381.0,32,6,3639.31,VIP
13382.0,281,1,222.99,At Risk
13384.0,31,7,4151.93,VIP
13385.0,330,1,534.57,At Risk
